"id","offer_id","offer_name","date","status","amount"
"66d1e198585cb4011237a4b0","19600688","RTL+ free trial","2 Sep 2024, 12:45 PM","Completed",12
"66d571599089751992bb3dea","19600688","RTL+ free ","2 Sep 2024, 1:03 PM","Completed",12
