"id","offer_id","url","date","status","response"
"66c60d59f57859c173b85daf",,"https://opiniontrue.com/tools/pts/66_f72a510e681589a.php?user_id=bilal&status=1&payout=9600&TransactionID=2974247278b5300c39893ccfc&IP=12:12:1:1&sid2=2&sid3=3&eventid=12&eventname=EventName","21 Aug 2024, 8:52 PM","Reversed","1"
"66c88778b61b3e36e8cf4312",,"https://opiniontrue.com/tools/pts/66_f72a510e681589a.php?user_id=bilal&status=1&payout=9600&TransactionID=e4c5d555a63be7927fe579720&IP=12:12:1:1&sid2=2&sid3=3&eventid=12&eventname=EventName","23 Aug 2024, 5:58 PM","Completed","1"
"66c88fc17befb1260a6a4d26",,"https://opiniontrue.com/tools/pts/66_f72a510e681589a.php?user_id=bilal&status=1&payout=9600&TransactionID=e4c5d555a63be7927fe579720&IP=12:12:1:1&sid2=2&sid3=3&eventid=12&eventname=EventName","23 Aug 2024, 6:33 PM","Completed","1"
"66d1e3d29dc61f4e4a1a02b3","19600688","https://opiniontrue.com/tools/pts/66_f72a510e681589a.php?user_id=bilal&status=1&payout=0&TransactionID=d845fd04fc5e8f758852f6e47&IP=12:12:1:0&sid2=2&sid3=3&eventid=[EVENTID]&eventname=[EVENTNAME]","30 Aug 2024, 8:22 PM","Completed","0"
"66d56d3898535735eb1c7016","19600688","https://opiniontrue.com/tools/pts/66_f72a510e681589a.php?user_id=bilal&status=1&payout=0&TransactionID=d845fd04fc5e8f758852f6e47&IP=12:12:1:0&sid2=2&sid3=3&eventid=[EVENTID]&eventname=[EVENTNAME]","2 Sep 2024, 12:46 PM","Completed","0"
